fips,state,year,race,ent,perm,nperm,stock,invest,pop,ent_rate,perm_rate,nperm_rate,stock_rate,invest_rate,ent_rate_adj,stock_rate_adj,invest_rate_adj
47,Tennessee,2009,total,5632,4322,691,6050,75570,1494687,3.76801296860145,714.380165289256,114.214876033058,4.04767018111484,50.559080262289,3.50602055010975,4.01914643725909,50.4162568981915
47,Tennessee,2009,white,3256,2577,397,3682,37152,1042373,3.12364192088629,699.891363389462,107.821835958718,3.5323248011988,35.6417520407762,2.89907936065118,3.50643345458705,35.696456357291
47,Tennessee,2009,black,1751,1296,249,1697,13311,318242,5.50210217381741,763.700648202711,146.729522687095,5.33241998227764,41.8266602145537,5.08813321913858,5.15923829501443,41.8694788027178
47,Tennessee,2009,aapi,14,10,1,11,171,26334,0.531632110579479,909.090909090909,90.9090909090909,0.417710944026734,6.49350649350649,0.595509900686292,0.493135252417924,6.4569431805597
47,Tennessee,2009,aian,12,3,2,13,90,3909,3.06983883346124,230.769230769231,153.846153846154,3.32565873624968,23.0237912509593,2.77354797755709,3.050522299801,24.5959000935836
47,Tennessee,2009,hispanic,328,199,22,346,2210,103829,3.15904034518295,575.14450867052,63.5838150289017,3.33240231534542,21.2849974477266,3.00042166720402,3.42168626745044,20.8098311459097
48,Texas,2009,total,12769,12453,1707,26686,260486,6792907,1.87975486783493,466.649179344975,63.9661245596942,3.92850954679639,38.3467637640262,1.55768026261802,3.91308607428268,37.6590385423581
48,Texas,2009,white,4021,3946,576,7634,80940,2423590,1.6591090077117,516.898087503275,75.4519255960178,3.14987270949294,33.3967378970866,1.42125304453614,3.16086026208455,33.3979709031975
48,Texas,2009,black,2900,2613,448,6645,45941,848847,3.41639895057649,393.227990970655,67.4191121143717,7.82826587123475,54.1216497201498,2.88840961661511,7.83543535180834,54.0741539617235
48,Texas,2009,aapi,37,32,6,65,1399,250737,0.147564978443548,492.307692307692,92.3076923076923,0.259235772941369,5.57955148223038,0.12698788383553,0.263304572684824,5.47758520001918
48,Texas,2009,aian,30,12,3,49,297,21993,1.36407038603192,244.897959183673,61.2244897959184,2.2279816305188,13.504296821716,1.20204335969546,2.31565168860963,14.0217995691981
48,Texas,2009,hispanic,5096,5102,619,10954,116137,3247740,1.56909112182625,465.765930253789,56.509037794413,3.37280693651585,35.7593280250266,1.27750976869921,3.33475546479858,34.7197795548737
49,Utah,2009,total,2060,1676,290,2759,27732,857853,2.40134381997848,607.466473359913,105.110547299746,3.21616873753429,32.3272169007977,2.21670474731121,3.09441638393762,31.9173488228222
49,Utah,2009,white,1284,1028,178,1740,19027,667681,1.92307404284381,590.804597701149,102.298850574713,2.60603491787246,28.497141599057,1.77178051526119,2.50599957011143,28.2363282537307
49,Utah,2009,black,94,86,8,134,795,14106,6.6638309939033,641.791044776119,59.7014925373134,9.49950375726641,56.3589961718418,6.26275805379961,9.49383630079659,55.4784211432498
49,Utah,2009,aapi,25,16,4,32,543,25804,0.968842039993799,500,125,1.24011781119206,21.0432491086653,0.987432925577216,1.15461059341746,20.8656390886691
49,Utah,2009,aian,77,59,19,105,459,10191,7.55568638995192,561.904761904762,180.952380952381,10.3032087135708,45.0397409478952,7.33931687216355,9.13241718791391,46.1799253730297
49,Utah,2009,hispanic,521,433,65,655,5873,140071,3.71954223215369,661.068702290076,99.236641221374,4.67619992717979,41.9287361409571,3.43591885360596,4.63770253775832,40.8700807074332
50,Vermont,2009,total,550,541,104,1062,3508,130450,4.21617477960905,509.416195856874,97.9284369114878,8.14105021080874,26.8915293215792,3.87197047398234,7.58879683895606,27.3597122268068
50,Vermont,2009,white,529,515,98,1023,3357,121646,4.34868388602996,503.421309872923,95.7966764418377,8.40964766617891,27.5964684412147,3.99673214676097,7.82539807781924,28.1597442208374
50,Vermont,2009,black,13,17,2,19,37,3063,4.24420502775057,894.736842105263,105.263157894737,6.20306888671237,12.0796604635978,3.95522277783348,6.56806285562836,11.6720695060912
50,Vermont,2009,aapi,3,1,0,2,6,2188,1.37111517367459,500,0,0.914076782449726,2.74223034734918,1.29198388588137,0.934474202592052,2.60723450858913
50,Vermont,2009,aian,0,0,0,0,2,637,0,,,0,3.13971742543171,0,0,3.09277339591389
50,Vermont,2009,hispanic,2,5,1,9,17,2916,0.685871056241427,555.555555555556,111.111111111111,3.08641975308642,5.82990397805213,0.737626266403053,2.87143770465167,5.62041010284911
51,Virginia,2009,total,2634,2276,1093,5968,58599,1845132,1.42754014346941,381.367292225201,183.143431635389,3.23445693858217,31.7587034423554,1.27620151999013,3.18691053277371,30.5894258292266
51,Virginia,2009,white,1349,1067,473,2753,29175,1105844,1.21988273210326,387.577188521613,171.812568107519,2.48950123163846,26.3825639059397,1.12108935675085,2.450394620549,25.602166840646
51,Virginia,2009,black,813,809,486,2206,17245,421796,1.92747204809908,366.727107887579,220.308250226655,5.23001640603515,40.8846930743772,1.6809598066272,5.01354837339045,39.6474568630241
51,Virginia,2009,aapi,12,23,3,29,632,114756,0.104569695702186,793.103448275862,103.448275862069,0.252710097946948,5.50733730698177,0.104210261447157,0.270979523219699,5.16841563336456
51,Virginia,2009,aian,0,1,2,0,27,5438,0,Inf,Inf,0,4.96506068407503,0,0,5.25442241193181
51,Virginia,2009,hispanic,296,192,85,573,5770,197298,1.50026862918022,335.078534031414,148.342059336824,2.90423623148739,29.2451013188172,1.35778862446476,2.99352141348065,27.7845019807749
53,Washington,2009,total,5914,5849,619,10961,37596,1574403,3.75634446834769,533.619195328893,56.4729495483989,6.96200401040903,23.879527668583,3.17491860955954,6.60289421104439,23.3411233540337
53,Washington,2009,white,3126,3193,295,5688,20036,1029820,3.03548192888078,561.357243319269,51.8635724331927,5.52329533316502,19.4558272319434,2.62642402837361,5.24223228413491,19.5030201890753
53,Washington,2009,black,526,491,80,1022,2546,91867,5.72566862964939,480.430528375734,78.2778864970646,11.1247782119804,27.7139778157554,4.79155092465385,10.5844085758442,27.2952088262276
53,Washington,2009,aapi,145,126,8,145,907,132322,1.09581173198712,868.965517241379,55.1724137931035,1.09581173198712,6.85449131663669,0.980606859856357,1.02662530702962,6.75759052784293
53,Washington,2009,aian,431,372,81,933,1669,30807,13.9903268737625,398.71382636656,86.8167202572347,30.2853247638524,54.175998961275,11.3950403578634,28.5301641371532,54.3055300473519
53,Washington,2009,hispanic,890,952,85,1711,6068,289587,3.07334238070079,556.399766218586,49.6785505552309,5.90841439705512,20.9539792877443,2.52961477453871,5.60254831895549,20.3190662152787
54,West Virginia,2009,total,3000,2877,154,4237,40811,389036,7.71136861370156,679.01817323578,36.3464715600661,10.8910229387512,104.902888164591,7.03134448846975,10.75099872903,95.296919496406
54,West Virginia,2009,white,2555,2445,128,3613,32108,358869,7.11958959954747,676.722944921118,35.427622474398,10.0677405961507,89.469973723002,6.52115666695586,9.93702916117279,83.3945914015991
54,West Virginia,2009,black,172,184,8,221,1352,18854,9.12273257664156,832.579185520362,36.1990950226244,11.7216505781267,71.7089211838337,8.27026864331619,11.4877756275515,63.7836554579535
54,West Virginia,2009,aapi,5,1,0,7,47,3141,1.59184972938555,142.857142857143,0,2.22858962113976,14.9633874562241,1.67469821934066,2.49714643609106,13.7677216689809
54,West Virginia,2009,aian,0,1,0,0,3,633,0,Inf,,0,4.739336492891,0,0,4.9828708956263
54,West Virginia,2009,hispanic,51,39,10,75,412,7539,6.76482292081178,520,133.333333333333,9.94826900119379,54.6491577132246,6.50406606709032,10.2102179032044,50.1139709115961
55,Wisconsin,2009,total,4568,4291,608,6796,31338,1342411,3.40283266451184,631.400824014126,89.4643908181283,5.06253300963714,23.3445643696305,3.07036326628571,4.95165101377143,22.7581326577405
55,Wisconsin,2009,white,2244,2119,301,2962,14379,1014265,2.21243954982179,715.395003376097,101.620526671168,2.9203413309145,14.1767683987912,2.02471628986664,2.862521370946,14.1909556134614
55,Wisconsin,2009,black,1274,1213,214,2477,6616,133980,9.50888192267503,489.705288655632,86.3948324586193,18.4878340050754,49.3805045529184,8.45346320700122,17.9452841207809,48.9315748966701
55,Wisconsin,2009,aapi,56,54,11,57,403,45313,1.2358484320173,947.368421052632,192.982456140351,1.25791715401761,8.89369496612451,1.24778662221002,1.19005075673687,8.78681563657644
55,Wisconsin,2009,aian,220,173,15,281,858,16692,13.1799664509945,615.658362989324,53.3807829181495,16.8344116942248,51.4018691588785,12.312680856322,16.2342678570834,50.3430793675689
55,Wisconsin,2009,hispanic,452,470,36,597,2291,132161,3.42007097403924,787.269681742044,60.3015075376884,4.5172176360651,17.3349172600086,2.90496903645057,4.44844688709183,16.8123895242318
56,Wyoming,2009,total,1132,1006,89,1084,4749,134960,8.38767042086544,928.044280442804,82.1033210332104,8.03200948429164,35.1882039122703,8.04482817331247,7.79869121620307,34.9368576166912
56,Wyoming,2009,white,816,750,64,815,3452,109485,7.45307576380326,920.245398773006,78.5276073619632,7.44394209252409,31.5294332556971,7.12030925011755,7.16461447261453,31.3828090982257
56,Wyoming,2009,black,48,37,3,54,103,2057,23.3349538162372,685.185185185185,55.5555555555556,26.2518230432669,50.0729217306758,23.7741985209854,26.3827617501659,52.042895628114
56,Wyoming,2009,aapi,3,5,0,1,15,1119,2.68096514745308,5000,0,0.893655049151028,13.4048257372654,3.74579910144894,0,13.710014126799
56,Wyoming,2009,aian,30,16,3,23,65,4509,6.65335994677312,695.652173913044,130.434782608696,5.10090929252606,14.4156132180084,6.57799873924348,4.96515084699297,14.5021305600683
56,Wyoming,2009,hispanic,161,147,12,133,571,17790,9.05002810567735,1105.26315789474,90.2255639097744,7.4761101742552,32.0966835300731,9.15148061737242,7.82003444873697,31.4837438908957
1,Alabama,2010,total,3063,2377,345,5350,27795,1130437,2.709571608148,444.299065420561,64.4859813084112,4.73268302435253,24.5878363853979,2.32618792416038,4.6917816836096,24.3779124984734
1,Alabama,2010,white,1735,1253,159,2726,14996,687311,2.52433032499116,459.64783565664,58.3272193690389,3.96618124837228,21.8183617023444,2.22766739732998,3.95272478654332,21.8084983013783
1,Alabama,2010,black,960,780,162,2127,8096,353056,2.71911538112934,366.713681241185,76.163610719323,6.02454001631469,22.9312063808574,2.2841550342326,5.90842405929425,22.8992272822387
1,Alabama,2010,aapi,5,3,1,5,58,15131,0.330447425814553,600,200,0.330447425814553,3.83319013944881,0.253333247397759,0.350916473602316,3.73563679332477
1,Alabama,2010,aian,0,0,0,7,31,7091,0,0,0,0.987166831194472,4.37173882386123,0,0.918237631173478,4.43307220412704
1,Alabama,2010,hispanic,170,162,8,214,1081,67848,2.50560075462799,757.009345794393,37.3831775700935,3.15410918523759,15.9326730338403,1.91090841216434,3.14172623273453,15.3928860544051
2,Alaska,2010,total,887,847,112,1791,7533,187996,4.71818549330837,472.920156337242,62.534896705751,9.52679844252005,40.0700014893934,4.02795630933039,9.41186225757112,38.3809347634193
2,Alaska,2010,white,244,202,24,478,1901,109179,2.23486201558908,422.594142259414,50.2092050209205,4.37813132562123,17.4117733263723,2.00436636755855,4.3279984922942,16.9915566444148
2,Alaska,2010,black,24,27,3,56,336,9999,2.4002400240024,482.142857142857,53.5714285714286,5.6005600560056,33.6033603360336,1.72538622469673,5.70255366046656,32.44900440333
2,Alaska,2010,aapi,22,18,3,33,268,14465,1.52091254752852,545.454545454545,90.9090909090909,2.28136882129278,18.5274801244383,1.45940876096472,2.28832497859726,18.439205068067
2,Alaska,2010,aian,409,453,70,904,3155,39329,10.3994507869511,501.106194690266,77.4336283185841,22.9855831574665,80.2207022807597,8.77705774587977,22.6881879697553,77.2432829327017
2,Alaska,2010,hispanic,60,42,4,106,269,15024,3.99361022364217,396.22641509434,37.7358490566038,7.05537806176784,17.9046858359957,3.50080526340219,6.93984295007241,17.3719805758936
4,Arizona,2010,total,7891,6238,942,9930,49858,1626342,4.85199300024226,628.197381671702,94.8640483383686,6.1057268397422,30.65652857763,4.21443250479355,6.09392080798909,30.4743329510793
4,Arizona,2010,white,3098,2386,343,3794,19036,704867,4.39515539811057,628.887717448603,90.4059040590406,5.38257571995852,27.0065132854851,3.85904831036698,5.40920324972994,27.0008387771555
4,Arizona,2010,black,730,530,130,971,4339,83474,8.74523803819153,545.829042224511,133.882595262616,11.6323645686082,51.9802573256343,7.81624475416019,11.6302688523741,51.7996053606877
4,Arizona,2010,aapi,38,50,8,19,440,47831,0.794463841441743,2631.57894736842,421.052631578947,0.397231920720871,9.19905500616755,0.761189174106577,0.409221112679619,9.16765827012975
4,Arizona,2010,aian,340,212,69,393,1662,86681,3.92242821379541,539.440203562341,175.572519083969,4.5338655530047,19.1737520333176,3.26463713784904,4.49148601716208,19.0815148520917
4,Arizona,2010,hispanic,3043,2646,333,4078,19887,703489,4.32558291600864,648.847474252084,81.6576753310446,5.7968212722587,28.2690987350193,3.72282880015853,5.74292551482781,27.9687906931313
5,Arkansas,2010,total,3977,3407,308,3756,61919,711622,5.58864116061617,907.082002129925,82.0021299254526,5.27808302722513,87.0110817259725,4.95594054132397,5.27353406077955,82.4305272023477
5,Arkansas,2010,white,2562,2122,177,2252,41243,476550,5.37614101353478,942.273534635879,78.5968028419183,4.72563214772847,86.54495855629,4.84388659275819,4.74740335589442,82.4156306937552
5,Arkansas,2010,black,801,726,83,894,12250,140881,5.68564959078939,812.080536912752,92.841163310962,6.34578119121812,86.9528183360425,4.91322330749348,6.32902600894645,82.4815002460636
5,Arkansas,2010,aapi,9,13,0,5,323,12544,0.717474489795919,2600,0,0.39859693877551,25.749362244898,0.633419899532748,0.382064505756209,24.6088607157057
5,Arkansas,2010,aian,7,8,0,4,84,6170,1.13452188006483,2000,0,0.648298217179903,13.614262560778,1.12810599605319,0.660748944619775,12.326602744112
5,Arkansas,2010,hispanic,254,243,26,230,4105,75477,3.36526359023279,1056.52173913043,113.04347826087,3.04728592816355,54.3874292830929,2.92743659167775,3.05139664018144,50.436404749731
6,California,2010,total,33536,29344,6294,56202,361180,9280524,3.61358906027289,522.116650653002,111.988897192271,6.05590805001959,38.9180610922401,3.17752014567428,5.80974152375696,38.8934317984422
6,California,2010,white,7624,6452,1375,12016,82537,2758420,2.76390107380312,536.950732356858,114.430758988016,4.35611690750502,29.9218393138101,2.40245583136418,4.20337942459408,30.0529234548805
6,California,2010,black,5966,5260,1846,12405,46431,613872,9.7186384132197,424.022571543732,148.810963321241,20.207795761983,75.636288998358,8.59475558601588,18.6286687655802,76.3600222953747
6,California,2010,aapi,677,635,127,1084,10942,1102315,0.61416201358051,585.793357933579,117.158671586716,0.983384967091984,9.9263822047237,0.546949559713919,0.94979586130929,9.92232980711796
6,California,2010,aian,240,176,47,422,1923,50547,4.74805626446673,417.061611374408,111.374407582938,8.34866559835401,38.0438008190397,3.89492328579671,8.06722341735844,38.5491834294818
6,California,2010,hispanic,17389,15407,2611,27329,188048,4755370,3.65670810052635,563.760108309854,95.5395367558272,5.74697657595518,39.544346706986,3.23645522335508,5.56356894274833,39.3738551287677
8,Colorado,2010,total,5753,4996,875,6980,43665,1227224,4.68781575327732,715.759312320917,125.358166189112,5.68763322751185,35.5803015586397,4.24883466956326,4.89803428890019,35.0256471612931
8,Colorado,2010,white,2498,2177,372,3055,18057,736445,3.39197088716741,712.602291325696,121.76759410802,4.14830706977439,24.5191426379431,3.06770023709792,3.54254633922638,24.3534536517191
8,Colorado,2010,black,653,554,141,960,3196,64697,10.0932037034175,577.083333333333,146.875,14.8384005440747,49.399508477982,8.99653175459655,12.0212987891885,48.8333902872526
8,Colorado,2010,aapi,52,28,7,74,358,40997,1.26838549162134,378.378378378378,94.5945945945946,1.8050101226919,8.73234626923921,1.3008376149782,1.50161373909212,8.67264851067672
8,Colorado,2010,aian,54,27,15,62,187,9457,5.71005604314265,435.483870967742,241.935483870968,6.55599027175637,19.7737125938458,4.86065034479339,5.97794649856594,19.9140620846232
8,Colorado,2010,hispanic,2256,2013,303,2533,13430,375628,6.00594204904853,794.709830240821,119.621002763522,6.74337376340422,35.7534582086532,5.52587361403344,6.02032201051673,34.7333883863827
9,Connecticut,2010,total,2482,2042,574,4456,32904,814370,3.04775470609183,458.258527827648,128.815080789946,5.4717143313236,40.4042388594865,2.65768184539123,5.42331794296274,40.2764760675157
9,Connecticut,2010,white,838,683,185,1421,13655,513844,1.63084515923121,480.647431386348,130.190007037298,2.76543075330256,26.5742131853247,1.43920361289114,2.75481413432978,26.8762719840928
9,Connecticut,2010,black,634,540,178,1195,6842,99671,6.36092745131483,451.882845188285,148.953974895398,11.9894452749546,68.645844829489,5.56528112806105,11.7036518279236,68.8056935569864
